t,pos,reward,action,layer_outputs
814,-20.182837145786,-20.182837145786,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
815,-20.51139961844982,-20.51139961844982,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
816,-20.207726114100062,-20.207726114100062,1,"[0.5000143051147461, -0.4999856948852539, 0.5000143051147461, 0.5000143051147461, -0.4989103078842163, -0.4999856948852539]"
817,-20.499945407157902,-20.499945407157902,-1,"[-0.5065622329711914, -0.5053035616874695, -0.5065622329711914, -0.5065622329711914, 0.49326092004776, 0.49326092004776]"
818,-20.806407703905307,-20.806407703905307,-1,"[-0.48576003313064575, 0.5001821517944336, 0.5001821517944336, 0.5001821517944336, -0.49981775879859924, -0.49981775879859924]"
819,-20.50343414080081,-20.50343414080081,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
820,-20.773731649757785,-20.773731649757785,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
821,-20.480023690084483,-20.480023690084483,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
822,-20.771260128898255,-20.771260128898255,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
823,-20.44704527859931,-20.44704527859931,1,"[0.4932433068752289, -0.5065788626670837, -0.5065788626670837, -0.5065788626670837, 0.4932433068752289, -0.5065739750862122]"
824,-20.722010028548404,-20.722010028548404,-1,"[-0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285]"
825,-20.413926903023306,-20.413926903023306,1,"[0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
826,-20.712882729044548,-20.712882729044548,-1,"[-0.5065787434577942, 0.4932434558868408, -0.5065626502037048, -0.5065786838531494, -0.5065787434577942, 0.4932434558868408]"
827,-20.426939068686284,-20.426939068686284,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
828,-20.74756767807788,-20.74756767807788,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
829,-20.40849554917626,-20.40849554917626,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
830,-20.733903971978112,-20.733903971978112,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
831,-20.425083900381715,-20.425083900381715,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
832,-20.713836296156856,-20.713836296156856,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
833,-20.44055204529922,-20.44055204529922,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
834,-20.728000515304238,-20.728000515304238,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
835,-20.443690744798225,-20.443690744798225,1,"[0.5065784454345703, -0.4932437837123871, 0.5065784454345703, 0.5065784454345703, 0.5065398812294006, -0.4932437837123871]"
836,-20.752860050105408,-20.752860050105408,-1,"[-0.5107977390289307, -0.2619751989841461, -0.5107977390289307, -0.5107977390289307, -0.5107977390289307, 0.4887148439884186]"
837,-21.041721412686385,-21.041721412686385,-1,"[-0.4864181578159332, 0.5001739263534546, 0.5001739263534546, 0.5001739263534546, -0.49982595443725586, -0.49982595443725586]"
838,-20.738376771842177,-20.738376771842177,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
839,-21.036048772214492,-21.036048772214492,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
840,-20.708411932382788,-20.708411932382788,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
841,-21.014304497788864,-21.014304497788864,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
842,-20.712318855791402,-20.712318855791402,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.49999967217445374]"
843,-21.028447168165922,-21.028447168165922,-1,"[-0.5008875727653503, 0.42186903953552246, 0.49910932779312134, 0.49910932779312134, -0.5008875727653503, -0.5008875727653503]"
844,-20.74004955522419,-20.74004955522419,1,"[0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
845,-21.04864931829301,-21.04864931829301,-1,"[-0.4993338882923126, 0.5006643533706665, 0.49744948744773865, -0.4397640824317932, -0.4993338882923126, 0.5006643533706665]"
846,-20.757937721068853,-20.757937721068853,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
847,-21.070737085882477,-21.070737085882477,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
848,-20.76789166998186,-20.76789166998186,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
849,-21.06803868662606,-21.06803868662606,-1,"[-0.510944128036499, -0.2864600718021393, -0.510944128036499, -0.510944128036499, -0.510944128036499, 0.48855486512184143]"
850,-20.75156132409205,-20.75156132409205,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
851,-21.021902187540338,-21.021902187540338,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
852,-20.694800445739194,-20.694800445739194,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
853,-20.994500625794178,-20.994500625794178,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
854,-20.72060124761506,-20.72060124761506,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
855,-21.034845678942844,-21.034845678942844,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
856,-20.699300938495483,-20.699300938495483,1,"[0.4444931745529175, 0.5062928795814514, 0.5062928795814514, 0.5062928795814514, -0.4557080864906311, -0.49354463815689087]"
857,-20.988047252858838,-20.988047252858838,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
858,-20.73180600912558,-20.73180600912558,1,"[0.5, -0.4999999701976776, 0.5, 0.5, -0.5, -0.5]"
859,-21.050499969331003,-21.050499969331003,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
860,-20.773309166640132,-20.773309166640132,1,"[0.5, -0.5, 0.5, 0.5, -0.5, -0.5]"
861,-21.053795253935625,-21.053795253935625,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
862,-21.34225855814834,-21.34225855814834,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630139231681824, -0.5129857063293457, -0.5129870176315308, -0.5129870176315308]"
863,-21.03016778465557,-21.03016778465557,1,"[0.512986958026886, 0.512986958026886, -0.4863014221191406, 0.512986958026886, 0.512986958026886, 0.5129845142364502]"
864,-21.326219377452876,-21.326219377452876,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
865,-21.02367817694664,-21.02367817694664,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
866,-21.273681350097377,-21.273681350097377,-1,"[-0.5128917694091797, -0.5128917694091797, -0.5056395530700684, -0.5128917694091797, -0.5128917694091797, 0.4864073097705841]"
867,-21.011328330984448,-21.011328330984448,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
868,-21.257332398812533,-21.257332398812533,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
869,-20.930827753915406,-20.930827753915406,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
870,-21.22613659120935,-21.22613659120935,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
871,-20.91679604235144,-20.91679604235144,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
872,-21.196914006442405,-21.196914006442405,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
873,-20.92439764925532,-20.92439764925532,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129868388175964, -0.48630136251449585]"
874,-21.22458436429893,-21.22458436429893,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
875,-20.921869845162306,-20.921869845162306,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
876,-21.209316110283613,-21.209316110283613,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
877,-20.95348565429767,-20.95348565429767,1,"[0.5065785050392151, 0.5065492987632751, 0.5065785050392151, 0.5065785050392151, -0.49324363470077515, -0.49324363470077515]"
878,-21.257116804391316,-21.257116804391316,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
879,-20.942049300930844,-20.942049300930844,1,"[0.5, -0.5, 0.5, 0.5, -0.5, -0.5]"
880,-21.221955049638844,-21.221955049638844,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
881,-20.922190668544754,-20.922190668544754,1,"[0.49983879923820496, -0.5000021457672119, 0.4999978840351105, 0.4999970495700836, -0.5000021457672119, -0.5000021457672119]"
882,-21.213567238738186,-21.213567238738186,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
883,-21.519803267027605,-21.519803267027605,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
884,-21.225480950115738,-21.225480950115738,1,"[0.512986958026886, 0.512986958026886, -0.4863014817237854, 0.512986958026886, 0.512986958026886, 0.5129802823066711]"
885,-21.53807230796414,-21.53807230796414,-1,"[-0.5129870772361755, -0.5129870772361755, 0.4862971305847168, -0.5129870772361755, -0.5129870772361755, -0.5129870772361755]"
886,-21.284641348748636,-21.284641348748636,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
887,-21.566223616425102,-21.566223616425102,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
888,-21.263546148742414,-21.263546148742414,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
889,-21.54627727025076,-21.54627727025076,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
890,-21.246791804924165,-21.246791804924165,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
891,-21.541499184869238,-21.541499184869238,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
892,-21.268317455258966,-21.268317455258966,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
893,-21.557286625848324,-21.557286625848324,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
894,-21.270341550657744,-21.270341550657744,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129868984222412, -0.48630136251449585]"
895,-21.584647803090956,-21.584647803090956,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
896,-21.287703180171487,-21.287703180171487,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
897,-21.59765088686978,-21.59765088686978,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
898,-21.289714451848944,-21.289714451848944,1,"[0.506578803062439, 0.5065702795982361, 0.506578803062439, 0.506578803062439, -0.49324336647987366, -0.49324336647987366]"
899,-21.58077284663937,-21.58077284663937,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
900,-21.26544901520804,-21.26544901520804,1,"[0.5, -0.5, 0.5, 0.5, -0.5, -0.5]"
901,-21.536323651031744,-21.536323651031744,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
902,-21.205678402577426,-21.205678402577426,1,"[0.4884890615940094, -0.5001488924026489, 0.4998509883880615, 0.4997802674770355, -0.5001488924026489, -0.5001488924026489]"
903,-21.510043833730006,-21.510043833730006,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
904,-21.78907270484481,-21.78907270484481,-1,"[-0.512986958026886, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
905,-21.489967899385153,-21.489967899385153,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.512986958026886]"
906,-21.784046809115434,-21.784046809115434,-1,"[-0.5129933953285217, -0.5129933953285217, 0.48576387763023376, -0.5129933953285217, -0.5129933953285217, -0.5129933953285217]"
907,-21.499721861928876,-21.499721861928876,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
908,-21.79060681698217,-21.79060681698217,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
909,-21.493513009404925,-21.493513009404925,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
910,-21.81642991920761,-21.81642991920761,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
911,-21.51365328612478,-21.51365328612478,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
912,-21.810109234542256,-21.810109234542256,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
913,-21.558454031230667,-21.558454031230667,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
914,-21.874969444068842,-21.874969444068842,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
915,-21.572704942184668,-21.572704942184668,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
916,-21.867470092168688,-21.867470092168688,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
917,-21.542596918452073,-21.542596918452073,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
918,-21.846091082846037,-21.846091082846037,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
919,-21.54758568695835,-21.54758568695835,1,"[0.5065789222717285, 0.5065783262252808, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
920,-21.852235682915644,-21.852235682915644,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
921,-21.58351044083324,-21.58351044083324,1,"[0.5, -0.5, 0.5, 0.5, -0.5, -0.5]"
922,-21.902356425319233,-21.902356425319233,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
923,-21.608177800874117,-21.608177800874117,1,"[0.4999999701976776, -0.5000000596046448, 0.4999999701976776, 0.4999985992908478, -0.5000000596046448, -0.5000000596046448]"
924,-21.932663332926047,-21.932663332926047,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
925,-22.204158482584763,-22.204158482584763,-1,"[-0.5129830837249756, -0.512986958026886, 0.4863014221191406, -0.512986958026886, -0.512986958026886, -0.512986958026886]"
926,-21.88620852572847,-21.88620852572847,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
927,-22.191317076527778,-22.191317076527778,-1,"[-0.5129871368408203, -0.5129871368408203, 0.48629215359687805, -0.5129871368408203, -0.5129871368408203, -0.5129871368408203]"
928,-21.89478154703353,-21.89478154703353,1,"[0.5065794587135315, 0.5065794587135315, -0.4932427406311035, 0.5065794587135315, 0.5065794587135315, -0.49320268630981445]"
929,-22.19880371491777,-22.19880371491777,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
930,-21.90184489132443,-21.90184489132443,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
931,-22.21907378218722,-22.21907378218722,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
932,-21.890594815793325,-21.890594815793325,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
933,-22.172707587816067,-22.172707587816067,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
934,-21.8807698507153,-21.8807698507153,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
935,-22.198901406148693,-22.198901406148693,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
936,-21.915094094462145,-21.915094094462145,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
937,-22.17086598242005,-22.17086598242005,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
938,-21.874106892030674,-21.874106892030674,1,"[0.5065803527832031, 0.5065803527832031, 0.5065803527832031, 0.5065803527832031, -0.49313268065452576, -0.4932418167591095]"
939,-22.17991203645724,-22.17991203645724,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
940,-21.90635538601702,-21.90635538601702,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841]"
941,-22.22895821263472,-22.22895821263472,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
942,-21.93404407866336,-21.93404407866336,1,"[0.5, -0.49999985098838806, 0.5, 0.5, -0.5, -0.5]"
943,-22.220277037103788,-22.220277037103788,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
944,-21.932302849983802,-21.932302849983802,1,"[0.5, -0.5, 0.5, 0.5, -0.5, -0.5]"
945,-22.259062197238823,-22.259062197238823,-1,"[-0.5, 0.5, -0.5, -0.5, 0.5, 0.5]"
946,-22.565331094294187,-22.565331094294187,-1,"[-0.30659380555152893, -0.5110721588134766, 0.4884147644042969, -0.5110719799995422, -0.5110721588134766, -0.5110721588134766]"
947,-22.25938182104927,-22.25938182104927,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
948,-22.571863860258468,-22.571863860258468,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
949,-22.281239389463668,-22.281239389463668,1,"[0.5129870176315308, 0.5129870176315308, -0.48630139231681824, 0.5129870176315308, 0.5129870176315308, 0.5129862427711487]"
950,-22.594454098799893,-22.594454098799893,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
951,-22.294472595673763,-22.294472595673763,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
952,-22.590972650874793,-22.590972650874793,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
953,-22.25826508540794,-22.25826508540794,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
954,-22.538191713265302,-22.538191713265302,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
955,-22.259577085147498,-22.259577085147498,1,"[0.5129822492599487, 0.512986958026886, 0.512986958026886, 0.512986958026886, 0.512986958026886, -0.486301451921463]"
956,-22.571010992502554,-22.571010992502554,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
957,-22.876564662296133,-22.876564662296133,-1,"[-0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
958,-22.567488037733654,-22.567488037733654,1,"[0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
959,-22.887243762671524,-22.887243762671524,-1,"[-0.4932435154914856, 0.5065786242485046, 0.5065786242485046, 0.5065786242485046, 0.5065592527389526, -0.4932435154914856]"
960,-22.573619322347753,-22.573619322347753,1,"[0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
961,-22.920589541178522,-22.920589541178522,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
962,-22.605953396576425,-22.605953396576425,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
963,-22.911614093355162,-22.911614093355162,-1,"[-0.5004737377166748, 0.4611601233482361, 0.4995253384113312, 0.4995253384113312, -0.5004737377166748, -0.5004737377166748]"
964,-22.6021001603617,-22.6021001603617,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
965,-22.889379641937133,-22.889379641937133,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
966,-22.599476543515294,-22.599476543515294,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
967,-22.88188200701281,-22.88188200701281,-1,"[-0.510467529296875, -0.5104631781578064, 0.48907503485679626, -0.20012225210666656, -0.510467529296875, -0.510467529296875]"
968,-22.589637167180143,-22.589637167180143,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
969,-22.893654244913325,-22.893654244913325,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
970,-22.587035403930624,-22.587035403930624,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
971,-22.911717476009095,-22.911717476009095,-1,"[-0.5192116498947144, -0.5192116498947144, -0.517774224281311, -0.5192116498947144, -0.5192116498947144, -0.5192116498947144]"
972,-22.592219018846755,-22.592219018846755,1,"[0.5138982534408569, 0.5138982534408569, 0.5138982534408569, 0.5138982534408569, 0.5138982534408569, -0.3954518437385559]"
973,-22.917046093392518,-22.917046093392518,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
974,-22.633465854392707,-22.633465854392707,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, -0.4932432472705841]"
975,-22.928269616993767,-22.928269616993767,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, 0.4932432472705841]"
976,-22.641865803740664,-22.641865803740664,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, -0.4932432472705841]"
977,-22.90579491228992,-22.90579491228992,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, 0.4932432472705841]"
978,-23.190065911946427,-23.190065911946427,-1,"[-0.4972861409187317, 0.5000355243682861, 0.5000355243682861, -0.49996450543403625, 0.5000355243682861, -0.49996450543403625]"
979,-22.890955915372196,-22.890955915372196,1,"[0.5, -0.5, -0.5, 0.5, -0.5, 0.5]"
980,-23.171634381525784,-23.171634381525784,-1,"[-0.5, 0.5, 0.5, -0.5, 0.5, -0.5]"
981,-22.870494587920227,-22.870494587920227,1,"[0.5, -0.5, -0.5, 0.5, -0.5, 0.5]"
982,-23.159126735836857,-23.159126735836857,-1,"[-0.5065788626670837, 0.49324333667755127, 0.49324333667755127, -0.5065788626670837, -0.506571352481842, -0.5065788626670837]"
983,-22.889801425580544,-22.889801425580544,1,"[0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285]"
984,-23.177793128877013,-23.177793128877013,-1,"[-0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285]"
985,-22.90241834814418,-22.90241834814418,1,"[0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285]"
986,-23.205053880444456,-23.205053880444456,-1,"[-0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285]"
987,-22.878481988747044,-22.878481988747044,1,"[0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285]"
