t,pos,reward,action,layer_outputs
333,-10.71294266818174,-10.71294266818174,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
334,-10.429280456599342,-10.429280456599342,1,"[0.5057744383811951, 0.5058412551879883, -0.4940014183521271, 0.16227972507476807, 0.25337693095207214, 0.24052761495113373]"
335,-10.722997299237653,-10.722997299237653,-1,"[-0.5129867196083069, -0.5129867196083069, 0.4863016605377197, -0.5129664540290833, -0.5129867196083069, -0.5129866600036621]"
336,-11.041345429350862,-11.041345429350862,-1,"[-0.3231668770313263, 0.2080526053905487, -0.4941357970237732, 0.5057298541069031, 0.5057298541069031, 0.5057298541069031]"
337,-10.745511124159554,-10.745511124159554,1,"[0.49324339628219604, -0.5065662264823914, 0.4932432770729065, -0.5065787434577942, -0.5065787434577942, -0.5065787434577942]"
338,-11.011879451020116,-11.011879451020116,-1,"[-0.4932432472705841, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285]"
339,-10.690875201524767,-10.690875201524767,1,"[0.493142306804657, -0.5066744089126587, 0.48547104001045227, -0.5066744089126587, -0.5066744089126587, -0.5066744089126587]"
340,-10.983860961296633,-10.983860961296633,-1,"[-0.4932515025138855, 0.5065711140632629, -0.4932515025138855, 0.5065706968307495, 0.5061299204826355, 0.506423830986023]"
341,-10.679182296294622,-10.679182296294622,1,"[0.47639063000679016, -0.5130471587181091, -0.508844792842865, -0.5130471587181091, -0.5130471587181091, -0.5130471587181091]"
342,-11.002871160471152,-11.002871160471152,-1,"[-0.49917954206466675, 0.5008155703544617, 0.5008178353309631, 0.48857560753822327, -0.4778265953063965, -0.43967345356941223]"
343,-11.309035639946691,-11.309035639946691,-1,"[-0.4971173107624054, -0.506456732749939, -0.506456732749939, -0.506456732749939, 0.4933720529079437, 0.4933720529079437]"
344,-10.984198299366916,-10.984198299366916,1,"[0.5064420700073242, 0.50641930103302, 0.5064420700073242, 0.49597811698913574, -0.49338749051094055, -0.4933875501155853]"
345,-11.293431323110854,-11.293431323110854,-1,"[-0.5065788626670837, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841]"
346,-10.997629887233144,-10.997629887233144,1,"[0.4949183166027069, -0.35511767864227295, 0.4949183166027069, -0.499682754278183, -0.5049803853034973, -0.5049803853034973]"
347,-11.304050605928536,-11.304050605928536,-1,"[-0.4932432472705841, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065788626670837]"
348,-11.019141394059766,-11.019141394059766,1,"[0.4932432174682617, -0.5065789222717285, 0.4932430386543274, -0.5065788626670837, -0.5065789222717285, -0.5065789222717285]"
349,-11.351251054144239,-11.351251054144239,-1,"[-0.49326789379119873, 0.5065549612045288, -0.49326789379119873, 0.5065555572509766, 0.5065390467643738, 0.5048136711120605]"
350,-11.042222967328307,-11.042222967328307,1,"[0.49315276741981506, -0.5066645741462708, 0.4862871766090393, -0.5066645741462708, -0.5066645741462708, -0.5066645741462708]"
351,-11.325147140274922,-11.325147140274922,-1,"[-0.5037996172904968, 0.47331199049949646, -0.5037996172904968, 0.4961417317390442, -0.09297610074281693, -0.49766844511032104]"
352,-11.052071488721833,-11.052071488721833,1,"[0.4837396442890167, -0.5001854300498962, -0.4976414144039154, -0.5001854300498962, 0.4989302158355713, 0.4998144507408142]"
353,-11.342845242256741,-11.342845242256741,-1,"[-0.5058002471923828, -0.4394330680370331, 0.49406200647354126, 0.49404656887054443, -0.5058002471923828, -0.505800187587738]"
354,-11.647342188898799,-11.647342188898799,-1,"[-0.48702606558799744, 0.4935992360115051, -0.506240963935852, -0.5062410235404968, -0.49927446246147156, 0.4935992360115051]"
355,-11.340533656657612,-11.340533656657612,1,"[0.5065736770629883, -0.4932487905025482, 0.5065736770629883, 0.5061798691749573, 0.5065736770629883, -0.4932487905025482]"
356,-11.66529588304897,-11.66529588304897,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
357,-11.39524845770872,-11.39524845770872,1,"[0.5001006722450256, -0.4998992681503296, 0.5001006722450256, -0.4922270178794861, 0.5001006722450256, -0.4998992681503296]"
358,-11.7095631056338,-11.7095631056338,-1,"[-0.5, 0.5, -0.5, 0.5, -0.5, 0.49999985098838806]"
359,-11.410050562666752,-11.410050562666752,1,"[0.5, -0.5, 0.5, -0.4999999701976776, 0.5, -0.5]"
360,-11.704387864140838,-11.704387864140838,-1,"[-0.500177264213562, 0.49925369024276733, -0.500177264213562, 0.49982258677482605, -0.500177264213562, 0.4867464601993561]"
361,-11.37608001087406,-11.37608001087406,1,"[0.4999903440475464, -0.5000095963478088, 0.49926748871803284, -0.5000095963478088, 0.4999903738498688, -0.5000095963478088]"
362,-11.676944145184926,-11.676944145184926,-1,"[-0.5128812789916992, -0.5095247626304626, -0.5128812789916992, 0.4864189028739929, -0.5128812789916992, -0.508240818977356]"
363,-11.381889251779633,-11.381889251779633,1,"[0.5012029409408569, 0.5065239667892456, -0.49076464772224426, -0.49330124258995056, 0.5052651762962341, 0.5065239667892456]"
364,-11.698489365478965,-11.698489365478965,-1,"[-0.5065789818763733, -0.5065789222717285, 0.4932432174682617, 0.4932418167591095, -0.5065789818763733, -0.5065789222717285]"
365,-11.987345288547075,-11.987345288547075,-1,"[-0.5041660070419312, 0.49331778287887573, -0.5065082907676697, -0.5065082907676697, -0.5035196542739868, 0.49331778287887573]"
366,-11.70735677689795,-11.70735677689795,1,"[0.5065784454345703, -0.4932437837123871, 0.5065784454345703, 0.5065399408340454, 0.5065784454345703, -0.4932437837123871]"
367,-11.982536622578355,-11.982536622578355,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
368,-11.676071171978355,-11.676071171978355,1,"[0.500343382358551, -0.49965617060661316, 0.500343382358551, -0.4724484980106354, 0.500343382358551, -0.49965617060661316]"
369,-11.932989810620663,-11.932989810620663,-1,"[-0.5, 0.4999999701976776, -0.5, 0.5, -0.5, 0.4999999701976776]"
370,-11.613691748071595,-11.613691748071595,1,"[0.5, -0.5, 0.5, -0.5, 0.5, -0.5]"
371,-11.894041867612058,-11.894041867612058,-1,"[-0.5001919269561768, 0.49224695563316345, -0.5001919269561768, 0.4998079836368561, -0.5001919269561768, 0.4927510917186737]"
372,-11.641975623155716,-11.641975623155716,1,"[0.4999954104423523, -0.5000045895576477, 0.49965059757232666, -0.5000045895576477, 0.4999954104423523, -0.5000045895576477]"
373,-11.931057200231116,-11.931057200231116,-1,"[-0.5129115581512451, -0.5099573135375977, -0.5129115581512451, 0.4863852560520172, -0.5129115581512451, -0.510173499584198]"
374,-11.628038370620338,-11.628038370620338,1,"[0.5063866972923279, 0.5066603422164917, -0.48606669902801514, -0.493157297372818, 0.5064166188240051, 0.5066603422164917]"
375,-11.932735761699359,-11.932735761699359,-1,"[-0.5065789818763733, -0.5065789818763733, 0.4932432174682617, 0.49324020743370056, -0.5065789818763733, -0.5065789818763733]"
376,-12.228362560450684,-12.228362560450684,-1,"[-0.5015132427215576, 0.49338796734809875, -0.5064416527748108, -0.5064416527748108, -0.5009598731994629, 0.49338796734809875]"
377,-11.908863613457452,-11.908863613457452,1,"[0.5065774917602539, -0.49324479699134827, 0.5065774917602539, 0.5064670443534851, 0.5065774917602539, -0.49324479699134827]"
378,-12.210904915593526,-12.210904915593526,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
379,-11.902499939787617,-11.902499939787617,1,"[0.5000683665275574, -0.49993160367012024, 0.5000683665275574, -0.4947485327720642, 0.5000683665275574, -0.49993160367012024]"
380,-12.235849260083077,-12.235849260083077,-1,"[-0.5, 0.5, -0.5, 0.5, -0.5, 0.5]"
381,-11.944566109586356,-11.944566109586356,1,"[0.5, -0.5, 0.5, -0.5, 0.5, -0.5]"
382,-12.204572479248064,-12.204572479248064,-1,"[-0.500010073184967, 0.4996131658554077, -0.500010073184967, 0.49998989701271057, -0.500010073184967, 0.49960801005363464]"
383,-11.92167614253569,-11.92167614253569,1,"[0.4999997615814209, -0.5000002384185791, 0.4999823570251465, -0.5000002384185791, 0.4999997615814209, -0.5000002384185791]"
384,-12.226472549004708,-12.226472549004708,-1,"[-0.5129356384277344, -0.5109889507293701, -0.5129356384277344, 0.48635849356651306, -0.5129356384277344, -0.5110140442848206]"
385,-11.92040748740163,-11.92040748740163,1,"[0.5072221755981445, 0.5072380900382996, -0.4341236352920532, -0.49254611134529114, 0.5072221159934998, 0.5072380900382996]"
386,-12.235696782025181,-12.235696782025181,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432174682617, -0.5065789222717285, -0.5065789222717285]"
387,-12.538998346096559,-12.538998346096559,-1,"[-0.45727255940437317, 0.4944649934768677, -0.5054150819778442, -0.5054150819778442, -0.45757538080215454, 0.4944649934768677]"
388,-12.218888117246106,-12.218888117246106,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065786242485046, 0.5065789222717285, -0.4932432472705841]"
389,-12.54068198050742,-12.54068198050742,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
390,-12.262816140654172,-12.262816140654172,1,"[0.5049266815185547, -0.494974285364151, 0.5049266815185547, 0.33889421820640564, 0.5049266815185547, -0.494974285364151]"
391,-12.55278973053452,-12.55278973053452,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
392,-12.220435052800006,-12.220435052800006,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
393,-12.500493636669258,-12.500493636669258,-1,"[-0.5065804123878479, 0.4931851029396057, -0.5065804123878479, -0.5065804123878479, -0.5065804123878479, 0.49318549036979675]"
394,-12.172036584943962,-12.172036584943962,1,"[0.5064592957496643, -0.4933694005012512, 0.49731600284576416, 0.5064592957496643, 0.5064592957496643, -0.4933694005012512]"
395,-12.455356423092715,-12.455356423092715,-1,"[-0.5191097855567932, -0.5145395398139954, -0.5191097855567932, -0.5191097855567932, -0.5191097855567932, -0.514518678188324]"
396,-12.152675556584825,-12.152675556584825,1,"[0.5012529492378235, 0.5125337839126587, -0.4861592650413513, 0.49882772564888, 0.5020646452903748, 0.5125337839126587]"
397,-12.468585108198036,-12.468585108198036,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
398,-12.774433323011689,-12.774433323011689,-1,"[-0.5039190053939819, 0.49337512254714966, -0.506453812122345, -0.5015879273414612, -0.504399299621582, 0.49337512254714966]"
399,-12.444523684412703,-12.444523684412703,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
400,-12.75395197332292,-12.75395197332292,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
401,-12.452302138488882,-12.452302138488882,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
402,-12.73723047125881,-12.73723047125881,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
403,-12.445494451616833,-12.445494451616833,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
404,-12.742569646828434,-12.742569646828434,-1,"[-0.5065791010856628, 0.4932365417480469, -0.5065791010856628, -0.5065791010856628, -0.5065791010856628, 0.49323660135269165]"
405,-12.455774700467048,-12.455774700467048,1,"[0.5065789222717285, -0.4932432472705841, 0.5065786242485046, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
406,-12.765260329596906,-12.765260329596906,-1,"[-0.517896831035614, -0.4622413218021393, -0.517896831035614, -0.517896831035614, -0.517896831035614, -0.4615761339664459]"
407,-12.493466707512647,-12.493466707512647,1,"[0.5172795057296753, 0.5172796249389648, 0.3060551583766937, 0.5172795057296753, 0.5172795057296753, 0.5172796249389648]"
408,-12.778253529617679,-12.778253529617679,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
409,-12.465685919193117,-12.465685919193117,1,"[0.4171817898750305, 0.5159313678741455, 0.5159313678741455, 0.4190109074115753, 0.41078445315361023, 0.5159313678741455]"
410,-12.772847878658249,-12.772847878658249,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
411,-12.501087362453514,-12.501087362453514,1,"[0.5192307829856873, 0.5192307829856873, 0.5192307829856873, 0.5192307829856873, 0.5192307829856873, 0.5192307829856873]"
412,-12.805825656605109,-12.805825656605109,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
413,-12.49680495963362,-12.49680495963362,1,"[0.5184480547904968, 0.519202709197998, 0.519202709197998, 0.5179974436759949, 0.5190526247024536, 0.519202709197998]"
414,-12.799784620011511,-12.799784620011511,-1,"[-0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873, -0.5192307829856873]"
415,-13.093004429610716,-13.093004429610716,-1,"[-0.5002192258834839, 0.4948846399784088, 0.4639017879962921, -0.5002998113632202, -0.49926668405532837, 0.4942165017127991]"
416,-12.768128176510869,-12.768128176510869,1,"[0.5, -0.5, -0.5, 0.5, 0.5, -0.5]"
417,-13.093500811303876,-13.093500811303876,-1,"[-0.5148588418960571, -0.5147390365600586, 0.255672812461853, -0.5148588418960571, -0.5148588418960571, -0.5147237777709961]"
418,-12.777505147556946,-12.777505147556946,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
419,-13.11442227766291,-13.11442227766291,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
420,-12.795834898634979,-12.795834898634979,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
421,-13.133463339209957,-13.133463339209957,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
422,-12.858419978007833,-12.858419978007833,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
423,-13.166228011700559,-13.166228011700559,-1,"[-0.5129870176315308, -0.5129870176315308, 0.4863013029098511, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
424,-12.844662950858904,-12.844662950858904,1,"[0.5129870176315308, 0.5129870176315308, -0.48630136251449585, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308]"
425,-13.1370563619545,-13.1370563619545,-1,"[-0.5143914818763733, -0.5143914818763733, 0.33125028014183044, -0.5143914818763733, -0.5143914818763733, -0.5143914818763733]"
426,-12.836891560200868,-12.836891560200868,1,"[0.4915229380130768, 0.5122920870780945, -0.4870721995830536, 0.4851779341697693, 0.5056204199790955, 0.5122920870780945]"
427,-13.13114128611225,-13.13114128611225,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
428,-13.431456730523623,-13.431456730523623,-1,"[-0.4840836822986603, 0.4345311224460602, -0.505740225315094, -0.314245343208313, -0.5055145621299744, 0.4420325756072998]"
429,-13.138600468689484,-13.138600468689484,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
430,-13.37347582335825,-13.37347582335825,-1,"[-0.5065867900848389, 0.4931800961494446, -0.5065867900848389, -0.5065867900848389, -0.5065867900848389, 0.4926687479019165]"
431,-13.086361179725532,-13.086361179725532,1,"[0.5065785646438599, -0.4932436943054199, 0.5065450072288513, 0.5065785646438599, 0.5065785646438599, -0.4932436943054199]"
432,-13.406305065991102,-13.406305065991102,-1,"[-0.5192217826843262, -0.5186191201210022, -0.5192217826843262, -0.5192217826843262, -0.5192217826843262, -0.519149124622345]"
433,-13.104522006326405,-13.104522006326405,1,"[0.5130248665809631, 0.5130248665809631, -0.4830557405948639, 0.513004720211029, 0.5130248665809631, 0.5130248665809631]"
434,-13.39494828517108,-13.39494828517108,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
435,-13.12583245788784,-13.12583245788784,1,"[0.5066087245941162, 0.5066087245941162, -0.49321186542510986, -0.49084803462028503, 0.5066087245941162, 0.5066087245941162]"
436,-13.440208879545647,-13.440208879545647,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
437,-13.138424158073619,-13.138424158073619,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285]"
438,-13.423009315015692,-13.423009315015692,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
439,-13.096419166486346,-13.096419166486346,1,"[0.4841174781322479, 0.5062631368637085, -0.49357596039772034, -0.49357596039772034, 0.5037438273429871, 0.5062631368637085]"
440,-13.368541757981903,-13.368541757981903,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
441,-13.688631350882813,-13.688631350882813,-1,"[-0.4940308928489685, 0.49341338872909546, -0.5064175128936768, -0.5064175128936768, -0.5063895583152771, 0.49341338872909546]"
442,-13.364153001554282,-13.364153001554282,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
443,-13.696692984047402,-13.696692984047402,-1,"[-0.5069147348403931, 0.48948293924331665, -0.5069147348403931, -0.5069147348403931, -0.5069147348403931, 0.46853896975517273]"
444,-13.361970636607102,-13.361970636607102,1,"[0.506578803062439, -0.49324336647987366, 0.5065694451332092, 0.506578803062439, 0.506578803062439, -0.49324336647987366]"
445,-13.667176424489911,-13.667176424489911,-1,"[-0.5187429785728455, -0.518690824508667, -0.5187429785728455, -0.5187429785728455, -0.5187429785728455, -0.47916698455810547]"
446,-13.391627773542108,-13.391627773542108,1,"[0.5130118727684021, 0.5130118727684021, -0.4841671884059906, 0.5129908919334412, 0.5130118727684021, 0.5130118727684021]"
447,-13.693222901749417,-13.693222901749417,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
448,-13.420943731074887,-13.420943731074887,1,"[0.5066076517105103, 0.5066076517105103, -0.4932129681110382, -0.49093177914619446, 0.5066076517105103, 0.5066076517105103]"
449,-13.722312094733162,-13.722312094733162,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
450,-13.420064251212237,-13.420064251212237,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285]"
451,-13.754571596284201,-13.754571596284201,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
452,-13.448236301398712,-13.448236301398712,1,"[0.5065054893493652, 0.5065717101097107, -0.49325087666511536, -0.49325087666511536, 0.5060942769050598, 0.5065717101097107]"
453,-13.762894662808735,-13.762894662808735,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
454,-14.069748928167659,-14.069748928167659,-1,"[-0.5061204433441162, 0.49325066804885864, -0.506571888923645, -0.506571888923645, -0.5064957737922668, 0.49325063824653625]"
455,-13.751095367737017,-13.751095367737017,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
456,-14.05207353604446,-14.05207353604446,-1,"[-0.5095047950744629, 0.4896712303161621, -0.5095047950744629, -0.5095047950744629, -0.5095047950744629, 0.0532727986574173]"
457,-13.764655912989484,-13.764655912989484,1,"[0.5065814256668091, -0.4932405948638916, 0.5065813064575195, 0.5065814256668091, 0.5065814256668091, -0.49304109811782837]"
458,-14.080402166559038,-14.080402166559038,-1,"[-0.5129861235618591, -0.5129222869873047, -0.5129861235618591, -0.5129861235618591, -0.5129861235618591, 0.48630228638648987]"
459,-13.777018295900467,-13.777018295900467,1,"[0.5078189969062805, 0.5078189969062805, -0.3691924810409546, 0.5078188180923462, 0.5078189969062805, -0.4919285774230957]"
460,-14.084147308802578,-14.084147308802578,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
461,-13.790260811351066,-13.790260811351066,1,"[0.5009208917617798, 0.5009208917617798, -0.49907565116882324, -0.4184425473213196, 0.5009208917617798, -0.49907565116882324]"
462,-14.110471820420358,-14.110471820420358,-1,"[-0.5, -0.5, 0.5, 0.5, -0.5, 0.5]"
463,-13.820249672154848,-13.820249672154848,1,"[0.5, 0.5, -0.5, -0.5, 0.5, -0.5]"
464,-14.142587208272046,-14.142587208272046,-1,"[-0.5, -0.5, 0.5, 0.5, -0.5, 0.5]"
465,-13.825219498563602,-13.825219498563602,1,"[0.49999937415122986, 0.4999999701976776, -0.5000000596046448, -0.5000000596046448, 0.49999698996543884, -0.5000000596046448]"
466,-14.157469206056044,-14.157469206056044,-1,"[-0.5000004172325134, -0.5000004172325134, 0.4999653398990631, 0.4999995529651642, -0.5000004172325134, 0.4999995529651642]"
467,-14.43888379789843,-14.43888379789843,-1,"[-0.48863860964775085, 0.486706405878067, -0.5126223564147949, -0.5126223564147949, -0.508072555065155, -0.5126223564147949]"
468,-14.13067337805548,-14.13067337805548,1,"[0.5128553509712219, -0.4864477217197418, 0.5027775168418884, 0.5128553509712219, 0.5128553509712219, 0.5128553509712219]"
469,-14.437615891057494,-14.437615891057494,-1,"[-0.5129871368408203, 0.4862935543060303, -0.5129871368408203, -0.5129871368408203, -0.5129871368408203, -0.5129871368408203]"
470,-14.172307535544661,-14.172307535544661,1,"[0.5037249326705933, -0.4962187707424164, -0.4960833787918091, 0.5037243366241455, 0.5037249326705933, 0.12306920439004898]"
471,-14.470094987647732,-14.470094987647732,-1,"[-0.5129591822624207, -0.5108626484870911, 0.48633232712745667, -0.5129591822624207, -0.5129591822624207, -0.5129591822624207]"
472,-14.194544131092886,-14.194544131092886,1,"[0.5067918300628662, 0.5067918300628662, -0.4930185377597809, -0.4755769371986389, 0.5067918300628662, 0.5067918300628662]"
473,-14.475639281889407,-14.475639281889407,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
474,-14.19550216622718,-14.19550216622718,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285]"
475,-14.489373341634495,-14.489373341634495,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
476,-14.175703971303193,-14.175703971303193,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285]"
477,-14.457276636250851,-14.457276636250851,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
478,-14.157530602159964,-14.157530602159964,1,"[0.5065715909004211, 0.5065788626670837, -0.49324333667755127, -0.49324333667755127, 0.506578803062439, 0.5065788626670837]"
479,-14.471172348635271,-14.471172348635271,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285]"
480,-14.796983463440785,-14.796983463440785,-1,"[-0.5025181174278259, 0.4965514838695526, -0.5034015774726868, -0.5034015774726868, -0.04282515123486519, 0.4965514838695526]"
481,-14.482102086225046,-14.482102086225046,1,"[0.5065698623657227, -0.49325281381607056, 0.5065698623657227, 0.5065698623657227, 0.5058889985084534, -0.49325281381607056]"
482,-14.794967564901427,-14.794967564901427,-1,"[-0.5065924525260925, 0.4932289719581604, -0.5065924525260925, -0.5065924525260925, -0.5065924525260925, 0.49215787649154663]"
483,-14.490085321447252,-14.490085321447252,1,"[0.4997604787349701, -0.5002392530441284, 0.4811149835586548, 0.4997604787349701, -0.5002344846725464, -0.5002392530441284]"
484,-14.79250321572987,-14.79250321572987,-1,"[-0.5102841854095459, -0.1611252725124359, -0.5102841854095459, -0.5102841854095459, 0.4892745912075043, -0.5102778077125549]"
485,-14.529217514455638,-14.529217514455638,1,"[0.504798173904419, 0.504798173904419, -0.4914166033267975, 0.3143163323402405, -0.4951079785823822, 0.504798173904419]"
486,-14.856705892097887,-14.856705892097887,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
487,-14.537733145034219,-14.537733145034219,1,"[0.5064266920089722, 0.4947338104248047, -0.49340373277664185, 0.5064266920089722, -0.49340373277664185, 0.5064266920089722]"
488,-14.815578883237842,-14.815578883237842,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
489,-14.519894168279565,-14.519894168279565,1,"[0.5000010132789612, -0.49992623925209045, -0.4999990165233612, 0.5000010132789612, -0.4999990165233612, 0.5000010132789612]"
490,-14.822763167065151,-14.822763167065151,-1,"[-0.5, 0.5, 0.5, -0.5, 0.5, -0.5]"
491,-14.515126467671502,-14.515126467671502,1,"[0.5, -0.5, -0.5, 0.5, -0.5, 0.5]"
492,-14.805412807152559,-14.805412807152559,-1,"[-0.5, 0.5, 0.5, -0.5, 0.5, -0.5]"
493,-14.517479438962141,-14.517479438962141,1,"[0.4754006564617157, -0.5003359913825989, -0.5003359913825989, 0.4975428581237793, -0.5003359913825989, 0.49966350197792053]"
494,-14.809229747251342,-14.809229747251342,-1,"[-0.5000001788139343, 0.4999997913837433, 0.4999997913837433, -0.5000001788139343, 0.49998486042022705, -0.5000001788139343]"
495,-15.109732331551644,-15.109732331551644,-1,"[-0.4555618464946747, -0.5123101472854614, -0.5123101472854614, -0.5123065114021301, -0.5123101472854614, 0.487052321434021]"
496,-14.795291947908186,-14.795291947908186,1,"[0.5128094553947449, 0.5128094553947449, 0.5128094553947449, 0.5128094553947449, 0.49911367893218994, -0.48649877309799194]"
497,-15.117490648154078,-15.117490648154078,-1,"[-0.5186085104942322, -0.5186085104942322, -0.5186085104942322, -0.5186085104942322, -0.5186085104942322, -0.4668565094470978]"
498,-14.839163018008646,-14.839163018008646,1,"[0.5129914879798889, 0.5129914879798889, 0.5128908157348633, 0.5129914879798889, -0.4858141243457794, 0.5129914879798889]"
499,-15.116674831198063,-15.116674831198063,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308]"
